ngram	global_tfidf_sum
حاصل نمایند	16.589943
شماره شهرستان	16.586199
شماره شهرستان تهران	16.586199
شهرستان تهران	16.586199
استعلام واگذاری	16.573928
تسهیلات فرابانک ملت	16.546912
ارتباط ملت	16.542755
مرکز ارتباط ملت	16.542755
پردازش تخصیص	16.538942
اشخاص حقوقی	16.525195
طریق پردازش اطلاعات	16.518433
چک پردازش	16.506995
اسناد پژواک	16.483483
ثبت اسناد پژواک	16.483483
قراردادهای	16.454924
محاسبه	16.454691
استعلام واگذاری چکاوک	16.452966
سرویس پیامک	16.447899
ملی صاحب حساب	16.441636
صدور درخواست	16.411374
error دریافت	16.407568
ارجاع اطلاعات تاریخ	16.405314
بروزرسانی استعلام بانک	16.391670
برگشت چک	16.390588
بانک پیغام خطای	16.386915
آدرس	16.379979
پشتیبان	16.375814
اعتباری پیغام	16.371847
کارت مشتری	16.368563
محل ثبت سفارش	16.359340
انتخاب گزینه	16.352845
شتابی	16.330138
وجه اکسس	16.313375
وجه اکسس کارت	16.313375
شناسه ملی صاحب	16.313077
فعال طریق	16.290459
قرارداد مبلغ	16.287176
تکمیل	16.267009
پیچک پیغام	16.227855
گمرکی	16.227626
اجرای	16.223575
مجاز دریافت	16.207284
دریافت طریق سامانه	16.196804
انقضا	16.191855
پردازش استعلام شماره	16.163766
ذیصلاح سامانه	16.153549
ذیصلاح سامانه مدیریت	16.153549
مراجع ذیصلاح سامانه	16.153549
شناسه ملی ذینفع	16.149226
انتقالی سنجش	16.127751
پژواک شهاب	16.124647
اسناد پژواک شهاب	16.093753
ملت پیغام	16.091566
تمکن	16.080026
پردازش مذکور جهت	16.067338
تهران تماس	16.053936
تهران تماس حاصل	16.053936
شهرستان تهران تماس	16.053936
خلاصه ریز	16.049658
اطلاعات درخواست	16.041853
اعتباری پیغام خطای	16.039507
اطلاعات خطای شماره	16.034501
چیست جهت	16.024635
چیست جهت بررسی	16.024635
کاربران بررسی	16.013223
موجودی حساب	16.010238
کاربری نام	16.002910
کد کاربری نام	16.002910
تیک	15.949766
ثبتی دولتی	15.949520
عملیات تحویلداری	15.938257
ثبتی ثبتی	15.936321
شماره پیگیری	15.924114
ترمینال	15.923223
فعال طریق پردازش	15.906763
استعلامات	15.898618
خانوادگی	15.893542
پیچک پیغام خطای	15.869069
نام نام	15.853585
حقوقی ثبتی ثبتی	15.843309
تمبر مالیاتی	15.827724
کسب	15.818059
ستادی	15.801347
حساب انتقالی	15.798475
حساب انتقالی سنجش	15.798475
شماره حساب انتقالی	15.798475
وارده	15.797469
کاربر فعال	15.794120
نام خانوادگی	15.781862
پردازش تحریر	15.774692
پرسنلی نام	15.756387
خطای لطفا	15.735467
اطلاعات دریافت جهت	15.721450
ارز پیغام	15.720214
معتبر خطای	15.715073
X نمایش	15.706628
گزارش خلاصه	15.676860
مشخصات مشتری	15.664604
ادامه	15.661270
حقیقی پیغام	15.649840
اطلاعات کاربران بروزرسانی	15.635092
کاربران بروزرسانی	15.635092
حقیقی حقوقی	15.616265
مرجع	15.586634
ماه	15.583462
معتبر خطای شماره	15.571761
ثبتی ثبتی دولتی	15.567273
connection	15.544971
سامانه پیچک پیغام	15.542545
پیغام خطای لطفا	15.522935
صحیح دریافت	15.517431
خرید دین	15.505814
دین	15.505814
مشتری طریق	15.500807
کلر چکاوک پیغام	15.454917
حواله محل ثبت	15.454838
بلند کوتاه	15.448292
شماره حساب وضعیت	15.443741
شاهکار	15.437815
لاک پردازش	15.432554
کاربر شماره	15.413893
سامانه پژواک	15.393282
ساخت	15.353805
حساب سری	15.339017
درخواست بررسی	15.334145
گواهی تمکن	15.317763
ارز پیغام خطای	15.296614
ملت پیغام خطای	15.289613
error دریافت جهت	15.273414
تسهیلات متمرکز پیغام	15.264596
استرداد	15.252134
کاربر نقش	15.216408
خالی جهت بررسی	15.213797
حساب سری سریال	15.199854
واریز برداشت	15.199808
مشتریان بررسی	15.190419
دریافت کارمزد	15.147287
حقیقی پیغام خطای	15.143734
صورت فعال	15.137300
پردازش مربوطه	15.129572
حساب بلند کوتاه	15.128403
صدور آنی کارت	15.124109
اطلاعات کاربران بررسی	15.120225
پردازش واریز چک	15.118434
نامعتبر دریافت	15.101555
اصلاح شماره همراه	15.085904
بانک شعبه	15.073715
استعلامات تسهیلات	15.059900
پردازش استعلامات	15.059900
پردازش استعلامات تسهیلات	15.059900
دریافت کد	15.046611
نمونه امضاء	14.973957
ذیل	14.972288
بازپرداخت اقساط	14.964355
تمکن مالی	14.960685
استعلام چکهای	14.930321
برداشت وجه	14.922622
مجموع	14.887927
روال	14.883208
مشتری ضامن	14.858705
برگشت عملیات	14.848142
ورود سامانه تسهیلات	14.845815
قرارداد وضعیت	14.825896
استعلام چکهای تحویلی	14.800037
گزارش استعلام چکهای	14.800037
کد پستی	14.785156
سامانه صیاد	14.778093
پردازش استعلام واگذاری	14.773543
شماره مصوبه	14.767065
فعالیت	14.741516
پردازش صدور مجوز	14.729792
اصلاح اطلاعات	14.683856
انسداد حساب	14.681113
پردازش گزارش تاریخچه	14.652997
پردازش تنظیم	14.648507
پردازش تنظیم پیشنهاد	14.648507
واریز سود	14.637531
بدهی مشتری	14.616525
کسب کار	14.613293
حساب حساب	14.611665
شماره حساب سری	14.586480
باجه	14.581251
انسداد چک	14.578407
حساب شناسه	14.560788
نام نام خانوادگی	14.555227
بله	14.536883
سری سریال چک	14.529228
اطلاعات کد پرسنلی	14.527747
درصورت	14.526356
انواع	14.523496
قرارداد تسهیلات	14.511587
پردازش سیتواسیون	14.503989
ثبت پردازش	14.501084
اطلاعات اعتباری	14.499311
گزارشات مالی	14.495332
شماره تاریخ	14.482793
پردازش شعبه	14.480069
type	14.473407
ثبت اصلاح	14.462467
بن کارت پیغام	14.448731
مشتری حساب	14.434935
قرارداد تاریخ	14.429686
تلفن	14.422916
پرداخت نقدی	14.422150
تاریخ انقضا	14.403085
الکترونیکی	14.394453
برداشت پیغام	14.394295
برداشت پیغام خطای	14.394295
پردازش وضعیت	14.378697
طریق اداره	14.347803
امضاء شرایط	14.339516
امضاء شرایط برداشت	14.339516
خطای درخواست	14.332110
خطای کارت	14.327788
پیغام خطای کارت	14.327788
جهت صدور	14.286991
پیغام خطای درخواست	14.271211
پرسنلی نام کاربر	14.271013
اطلاعات مشتریان	14.261017
نمونه امضاء شرایط	14.253063
بروزرسانی ثبت	14.239424
کاربران بروزرسانی ثبت	14.239424
مشتریان شماره	14.237553
کاربر فعال طریق	14.236011
عملکرد قرارداد بررسی	14.232565
حساب واریز	14.223633
گواهی تمکن مالی	14.190906
شماره ترمینال	14.189100
بروزرسانی ثبت صورت	14.187170
بروزرسانی نمونه	14.179583
روابط مشتری	14.178989
ردیف فروش	14.164195
بانکداری اینترنتی پیغام	14.162434
پیشنهاد ضمانتنامه	14.161998
قرارداد بررسی صورت	14.157076
شتابی پوز	14.143015
حساب کدملی	14.108269
could	14.104837
صدور گواهی	14.088260
پردازش بروزرسانی نمونه	14.051896
نمایش پردازش گزارش	14.047816
ATM پیغام	14.015082
خودپرداز ATM پیغام	14.015082
کارت کارتهای	14.012544
تاریخ درخواست	14.009771
جهت استعلام شماره	14.003667
عادی	13.999514
مشتری پیغام	13.987758
اکسس کارت کارتهای	13.976035
کارت کارتهای شتابی	13.976035
کارتهای شتابی	13.976035
نمایش طریق	13.973740
رمز عبور	13.970841
بروزرسانی نمونه امضاء	13.964226
صدور درخواست حواله	13.948155
تکراری	13.941341
could not	13.928342
مدیریت گزارشات	13.917315
استعلام وضعیت	13.908791
پردازش صدور درخواست	13.904176
فاقد اطلاعات خطای	13.895776
سریال کارت	13.894628
پیشنهاد پیغام	13.869441
برقراری	13.865840
رقم	13.858374
چک طریق	13.845493
اعمال	13.825616
شعبه پیغام	13.824595
واکشی	13.819720
شماره سپام	13.810290
بررسی صورتی پردازش	13.810094
request	13.797635
مدیریت گزارشات مالی	13.787689
مبلغ شماره	13.773993
valid	13.760982
کارتهای شتابی پوز	13.735165
فعلی	13.723515
الکترونیک پیغام	13.696449
خطای استعلام	13.691729
ضبط	13.690145
پرداخت انتقالی	13.670318
گزارشات مالی اطلاعاتی	13.667398
مشتری کد ملی	13.651117
شماره ضمانتنامه	13.644472
شماره حساب شناسه	13.626362
پردازش تعریف	13.612740
واریز حساب	13.605729
افزایش	13.584454
at	13.581297
الکترونیک پیغام خطای	13.574704
خطا واکشی	13.568643
پردازش پیشنهاد ضمانتنامه	13.564758
مشتری پیغام خطای	13.562886
شماره قرارداد مبلغ	13.543069
مثبت	13.530587
ثبت اصلاح شماره	13.530004
پردازش استعلام چک	13.516866
value	13.505833
دریافت صورت	13.497286
کارت شماره حساب	13.487364
پیغام خطای استعلام	13.479263
امضا	13.446364
پردازش تکلیف	13.433011
خطای شماره حساب	13.428997
اطلاعات ردیف	13.427506
سپرده نقدی	13.420147
اطلاعیه طریق	13.390891
شعبه پیغام خطای	13.378783
فروشنده	13.357694
مکنا	13.354736
بروزرسانی روابط	13.341878
مشتری تاریخ	13.328085
حساب دریافت	13.324840
سامانه مدیریت گزارشات	13.321213
ایستگاه کاری صیاد	13.318920
کاری صیاد	13.318920
پیشنهاد پیغام خطای	13.298094
بروزرسانی استعلام ثبت	13.283666
حساب کدملی شناسه	13.283106
طریق پردازش استعلام	13.250343
مازاد	13.246790
معتبر دریافت جهت	13.235921
طرح شایان	13.234175
ATM پیغام خطای	13.230776
انجام صورت رفع	13.229344
کارت بررسی صورت	13.194941
استعلامات تسهیلات شاهکار	13.174839
تسهیلات شاهکار	13.174839
خطا واکشی اطلاعات	13.171105
واکشی اطلاعات	13.171105
جهت حذف	13.170182
کاربران بررسی صورتی	13.165425
پیغام خطا واکشی	13.159362
گشاینده	13.145553
پردازش گزارش خلاصه	13.134405
شبای	13.127125
شماره دریافت وضعیت	13.115258
موقت	13.109661
مطابق اطلاعیه طریق	13.102417
خلاصه ریز عملکرد	13.097190
فعال دریافت	13.089417
پردازش رسانی	13.085836
پل	13.080783
منطقه	13.065270
چک وضعیت	13.052624
چاپ قرارداد	13.047919
مشخصات مشتری ضامن	13.043064
گزارش تسهیلات	13.030051
شماره قرارداد تسهیلات	13.026032
شماره دریافت مطابق	13.007272
خطای is	12.991746
خطای is not	12.991746
پیغام خطای is	12.978390
صدور ضمانتنامه پیغام	12.972285
گشایش	12.960929
ارسال استعلام	12.951057
operation	12.948574
حقوقی اشتراکی	12.946982
ضامن ذینفع	12.942665
مشتری ضامن ذینفع	12.942665
متصل	12.942635
وضعیت سرویس	12.923575
خطای شعبه	12.913636
پیغام خطای شعبه	12.913636
برقراری ارتباط	12.911690
کوتاه پیغام	12.899750
عکس	12.893727
ستاد گزارش	12.877050
فیلد شماره	12.876239
قرارداد کد	12.870759
پوز پیغام	12.856440
اولیه	12.811725
بازیابی	12.805454
مانده کاربر	12.794140
server	12.784782
اطلاعات ناقص	12.784074
پرداخت وجه	12.780839
افتتاح حساب بلند	12.762148
حساب اشتراکی	12.758934
جهت پیگیری	12.756427
درخواست تاریخ	12.756326
پردازش تایید تایید	12.743108
حمل	12.737818
انفرادی	12.731314
اقساط متمرکز	12.728247
ثبت صدور	12.717021
پردازش مشخصات مشتری	12.702209
